tweet_id,username,politician,date,text,likes,retweets,replies,views,length,hashtags,mentions,links,sentiment,sentiment_label
1899506998674120852,IreneMontero,Irene Montero,Tue Mar 11 17:05:34 +0000 2025,"Querida @KarolCariola, no estás sola. Gracias por tu valentía y dignidad, es por ti, es por Borja y es por todas

Esta guerra sucia judicial, esta violencia política es insoportable e intolerable. Pero somos más y seguiremos construyendo juntas un mundo mejor y más feminista ✊🏽💜",510,223,151,32035,279,0,1,0,0.4588,positive
1899479778937241903,IreneMontero,Irene Montero,Tue Mar 11 15:17:24 +0000 2025,¿Mas armas significa más seguridad? 👇 https://t.co/6x5fFfpz3f,1925,967,1209,483837,61,0,0,1,0.0,neutral
1899190502978671047,IreneMontero,Irene Montero,Mon Mar 10 20:07:55 +0000 2025,"La Sexta es pura corrupción y guerra sucia mediática. El daño que le están haciendo a la democracia no debería quedar en la impunidad. 

Mirad el video, es escandaloso 👇🏼",3602,1912,471,126734,170,0,0,0,-0.296,negative
1899174756269936752,IreneMontero,Irene Montero,Mon Mar 10 19:05:21 +0000 2025,"Si te preocupan más las ocupaciones en precario que una familia durmiendo en la calle, el problema lo tienes tú 👇🏼 https://t.co/jlckusmDby",2467,1055,1421,145302,138,0,0,1,0.0,neutral
1899091782081601911,IreneMontero,Irene Montero,Mon Mar 10 13:35:38 +0000 2025,"Pedro Sánchez quiere ser uno más de los señores de la guerra en Europa, pero no tiene legitimidad para meter a España en la boca del lobo poniéndonos en peligro

Ni aumento del gasto militar ni envío de tropas. Cualquier decisión de guerra debe pasar por el Congreso 👇🏼",1692,908,318,61823,269,0,0,0,-0.296,negative
1899012814590615764,IreneMontero,Irene Montero,Mon Mar 10 08:21:51 +0000 2025,Israel corta la electricidad a los pocos lugares de Gaza que todavía tienen luz como parte del plan macabro de robar sus tierras a los palestinos para convertir Gaza en un resort. ¿Qué va a decir Europa? Nada sería posible sin su complicidad con los genocidas https://t.co/303RtCccou,4635,3179,953,142153,283,0,0,1,-0.5574,negative
1898733609176936802,IreneMontero,Irene Montero,Sun Mar 09 13:52:23 +0000 2025,"Querida compañera, estamos contigo ❤️‍🩹 @KarolCariola 
Esta violencia política y judicial es insoportable pero no quedará sin respuesta. Somos más",627,264,164,35878,146,0,1,0,0.1838,positive
1898344706041335957,IreneMontero,Irene Montero,Sat Mar 08 12:07:02 +0000 2025,"Orgullosamente feministas, con esperanza infinita, a llegar mucho más lejos: nos va a vida en ello. Que viva la lucha de las mujeres 🔥💜 https://t.co/eZ8aPo8hwa",5980,2029,2359,380383,159,0,0,1,0.4215,positive
1898299410099970167,IreneMontero,Irene Montero,Sat Mar 08 09:07:02 +0000 2025,"Orgullosamente feministas, ¡a las calles, es por todas! El feminismo lo está cambiando todo y nos va la vida en ello

Somos más que los que nos castigan y silencian, que quienes dicen que incomodamos o que hemos ido demasiado lejos

Más feminismo para llegar aún más lejos🔥💜 #8M",5154,1444,2493,604591,278,1,0,0,0.4753,positive
1898085621895196868,IreneMontero,Irene Montero,Fri Mar 07 18:57:31 +0000 2025,"Nos quieren avergonzadas, una izquierda callada y sin capacidad de transformar. Respondámosles con orgullo de ser lo que somos: orgullosamente feministas, orgullosamente antifascistas, defensoras de lo público. No hemos ido demasiado lejos: tenemos que ir mucho más lejos https://t.co/CTZZzK2Zqz",4811,2010,1698,166339,295,0,0,1,-0.7003,negative
1898036443001339928,IreneMontero,Irene Montero,Fri Mar 07 15:42:06 +0000 2025,En esta foto: el rearme es un camino de sangre y sufrimiento para los pueblos de Europa https://t.co/2XHfVWL5Cb,1691,854,502,69582,111,0,0,1,0.0,neutral
1897928069697913038,IreneMontero,Irene Montero,Fri Mar 07 08:31:28 +0000 2025,Hoy nos hemos reunido con estibadores españoles que llevan mucho tiempo luchando contra la desregulación y la precarización de este sector estratégico. Son trabajadores esenciales en nuestros puertos y estaremos a su lado para que no haya ningún retroceso en sus derechos,860,418,413,49716,271,0,0,0,-0.296,negative
1897745865655423263,IreneMontero,Irene Montero,Thu Mar 06 20:27:27 +0000 2025,Nos están robando y poniendo en peligro 👇 https://t.co/jWvxcu8KDs,4156,2181,1272,160431,65,0,0,1,0.0,neutral
